accession	agricola_id	altitude	base_count	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	dataclass	description	dev_stage	doi	doi_url	ecotype	environmental_sample	first_public	germline	haplotype	host	identified_by	isolate	isolation_source	keywords	lab_host	last_updated	location	mating_type	metagenome_source	mol_type	organelle	patent_number	plasmid	pubmed_id	pubmed_url	sample_accession	scientific_name	sequence_md5	sequence_version	serotype	serovar	sex	specimen_voucher	strain	study_accession	sub_species	sub_strain	submitted_sex	tax_division	tax_id	tissue_lib	tissue_type	topology	variety
FR990300			29815					2021-02-02	Switzerland:GE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/GE-33150341/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/GE-33150341/2021				2021-03-31				genomic RNA						SAMEA8461740	Severe acute respiratory syndrome coronavirus 2	b9a2c51225a3def06dd472e4a2d4bb2f	1						PRJEB43828				VRL	2697049			LINEAR	
FR990301			29815					2021-02-02	Switzerland:GE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/GE-33146161/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/GE-33146161/2021				2021-03-31				genomic RNA						SAMEA8461726	Severe acute respiratory syndrome coronavirus 2	9e30aeb73c48f2b79faa063f46a344ad	1						PRJEB43828				VRL	2697049			LINEAR	
FR990302			29843					2021-02-02	Switzerland:GE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/GE-33146048/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/GE-33146048/2021				2021-03-31				genomic RNA						SAMEA8461725	Severe acute respiratory syndrome coronavirus 2	249324e25134121f8d129425812c91d7	1						PRJEB43828				VRL	2697049			LINEAR	
FR990303			29839					2021-02-02	Switzerland:GE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/GE-33146972/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/GE-33146972/2021				2021-03-31				genomic RNA						SAMEA8461732	Severe acute respiratory syndrome coronavirus 2	c5a30eb4f8116a5d6407bd2b487bca52	1						PRJEB43828				VRL	2697049			LINEAR	
FR990304			29829					2021-01-19	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3cb2e/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3cb2e/2021				2021-03-31				genomic RNA						SAMEA8461749	Severe acute respiratory syndrome coronavirus 2	eeff8ca4e7fc832649add5f7ddcccd5b	1						PRJEB43828				VRL	2697049			LINEAR	
FR990305			29826					2021-01-18	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3c95b/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3c95b/2021				2021-03-31				genomic RNA						SAMEA8461747	Severe acute respiratory syndrome coronavirus 2	736cd7dd0c3808fe6e6a33f78f312be8	1						PRJEB43828				VRL	2697049			LINEAR	
FR990306			29811					2021-01-28	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3d7a8/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3d7a8/2021				2021-03-31				genomic RNA						SAMEA8461756	Severe acute respiratory syndrome coronavirus 2	6d70ea7286cd053003945fec9dba10ee	1						PRJEB43828				VRL	2697049			LINEAR	
FR990307			29873					2020-03-04	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-1000478772/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-1000478772/2020				2021-03-31				genomic RNA						SAMEA8461746	Severe acute respiratory syndrome coronavirus 2	c7a0dc8c24186794ba174aeaf9b55aaf	1						PRJEB43828				VRL	2697049			LINEAR	
FR990308			29853					2021-01-28	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3d796/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3d796/2021				2021-03-31				genomic RNA						SAMEA8461755	Severe acute respiratory syndrome coronavirus 2	cbb191490582849eff9385ca44125ff3	1						PRJEB43828				VRL	2697049			LINEAR	
FR990309			29800					2021-01-03	Switzerland:BE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/BE-UZH-IMV148/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/BE-UZH-IMV148/2021				2021-03-31				genomic RNA						SAMEA8461765	Severe acute respiratory syndrome coronavirus 2	287fb600437d4572b1a6ef162f1d7bda	1						PRJEB43828				VRL	2697049			LINEAR	
FR990310			29817					2020-03-03	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-1000478635/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-1000478635/2020				2021-03-31				genomic RNA						SAMEA8461745	Severe acute respiratory syndrome coronavirus 2	4e01a605bc6f23d5ae78d7f708dbaf20	1						PRJEB43828				VRL	2697049			LINEAR	
FR990311			29845					2020-12-20	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV122/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV122/2020				2021-03-31				genomic RNA						SAMEA8461760	Severe acute respiratory syndrome coronavirus 2	886f533d4085f298dbe4019d8ea8b4bf	1						PRJEB43828				VRL	2697049			LINEAR	
FR990312			29836					2021-01-03	Switzerland:BE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/BE-UZH-IMV149/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/BE-UZH-IMV149/2021				2021-03-31				genomic RNA						SAMEA8461766	Severe acute respiratory syndrome coronavirus 2	c15c8d2f6c28a642b889e8b8b8a5e66b	1						PRJEB43828				VRL	2697049			LINEAR	
FR990313			29844					2021-01-18	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3c984/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3c984/2021				2021-03-31				genomic RNA						SAMEA8461748	Severe acute respiratory syndrome coronavirus 2	c9a101f443d3cc5802b8563d95237cd1	1						PRJEB43828				VRL	2697049			LINEAR	
FR990314			29848					2020-11-12	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV104/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV104/2020				2021-03-31				genomic RNA						SAMEA8461757	Severe acute respiratory syndrome coronavirus 2	49268d60414e37d996f6ce59600574c6	1						PRJEB43828				VRL	2697049			LINEAR	
FR990315			29834					2020-12-24	Switzerland:BE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/BE-UZH-IMV142/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/BE-UZH-IMV142/2020				2021-03-31				genomic RNA						SAMEA8461764	Severe acute respiratory syndrome coronavirus 2	df21932d3e6cb918032c9c4eaa7e1680	1						PRJEB43828				VRL	2697049			LINEAR	
FR990316			29851					2021-01-28	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3d793/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3d793/2021				2021-03-31				genomic RNA						SAMEA8461754	Severe acute respiratory syndrome coronavirus 2	8fcee4d1e9c0dfc997a7d7de8a490ec2	1						PRJEB43828				VRL	2697049			LINEAR	
FR990317			29798					2021-01-27	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3d68d/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3d68d/2021				2021-03-31				genomic RNA						SAMEA8461752	Severe acute respiratory syndrome coronavirus 2	963e65d0d8fcc210683da85511015c34	1						PRJEB43828				VRL	2697049			LINEAR	
FR990318			29875					2020-05-04	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV13/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV13/2020				2021-03-31				genomic RNA						SAMEA8461761	Severe acute respiratory syndrome coronavirus 2	90b5182b237156b13df6addc45bd1c5e	1						PRJEB43828				VRL	2697049			LINEAR	
FR990319			29834					2021-01-03	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV145/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV145/2021				2021-03-31				genomic RNA						SAMEA8461762	Severe acute respiratory syndrome coronavirus 2	45871c464dd7718307c1967538d4a7c7	1						PRJEB43828				VRL	2697049			LINEAR	
FR990320			29797					2021-01-03	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV152/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV152/2021				2021-03-31				genomic RNA						SAMEA8461763	Severe acute respiratory syndrome coronavirus 2	1c1149a4743ddb61c0f6ac3c62e837d9	1						PRJEB43828				VRL	2697049			LINEAR	
FR990321			29845					2021-01-21	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3ce2e/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3ce2e/2021				2021-03-31				genomic RNA						SAMEA8461751	Severe acute respiratory syndrome coronavirus 2	4b2a619e022f331395cd9df678a345af	1						PRJEB43828				VRL	2697049			LINEAR	
FR990322			29816					2021-01-20	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV-3ba3cc73/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV-3ba3cc73/2021				2021-03-31				genomic RNA						SAMEA8461750	Severe acute respiratory syndrome coronavirus 2	a56822587bb0c925764732b15f65d782	1						PRJEB43828				VRL	2697049			LINEAR	
FR990323			29878					2020-05-04	Switzerland:AG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/AG-UZH-IMV12/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/AG-UZH-IMV12/2020				2021-03-31				genomic RNA						SAMEA8461759	Severe acute respiratory syndrome coronavirus 2	4d6e4ade8826334e9a93a14c410dd743	1						PRJEB43828				VRL	2697049			LINEAR	
FR990324			29836					2020-12-26	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV135/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV135/2020				2021-03-31				genomic RNA						SAMEA8461773	Severe acute respiratory syndrome coronavirus 2	ea148fad1a939f835fcb8ad65ce11926	1						PRJEB43828				VRL	2697049			LINEAR	
FR990325			29848					2020-12-26	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV137/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV137/2020				2021-03-31				genomic RNA						SAMEA8461775	Severe acute respiratory syndrome coronavirus 2	04d492a78ae4c6aa23176c02b554a7b1	1						PRJEB43828				VRL	2697049			LINEAR	
FR990326			29809					2021-01-03	Switzerland:BE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/BE-UZH-IMV150/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/BE-UZH-IMV150/2021				2021-03-31				genomic RNA						SAMEA8461767	Severe acute respiratory syndrome coronavirus 2	d5f774b183e6218de7bd4d6ace907318	1						PRJEB43828				VRL	2697049			LINEAR	
FR990327			29838					2020-12-26	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV136/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV136/2020				2021-03-31				genomic RNA						SAMEA8461774	Severe acute respiratory syndrome coronavirus 2	d3a6c3a4fced6d0ee2083ad18a2c5cae	1						PRJEB43828				VRL	2697049			LINEAR	
FR990328			29826					2021-01-25	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3d2be/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3d2be/2021				2021-03-31				genomic RNA						SAMEA8461783	Severe acute respiratory syndrome coronavirus 2	50c6be6020622c09ac9ae537fc1cf49d	1						PRJEB43828				VRL	2697049			LINEAR	
FR990329			29831					2021-01-19	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3ca02/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3ca02/2021				2021-03-31				genomic RNA						SAMEA8461780	Severe acute respiratory syndrome coronavirus 2	5535b0b1dc515b5bb88180ddc6dc6025	1						PRJEB43828				VRL	2697049			LINEAR	
FR990330			29845					2020-12-26	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV138/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV138/2020				2021-03-31				genomic RNA						SAMEA8461776	Severe acute respiratory syndrome coronavirus 2	2eba38e2d238e8ee5ae4ba66dc764ce3	1						PRJEB43828				VRL	2697049			LINEAR	
FR990331			29835					2021-01-30	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3d9cf/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3d9cf/2021				2021-03-31				genomic RNA						SAMEA8461786	Severe acute respiratory syndrome coronavirus 2	05d4ff3cc199ed2426606ab0f915a968	1						PRJEB43828				VRL	2697049			LINEAR	
FR990332			29643					2020-12-26	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV133/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV133/2020				2021-03-31				genomic RNA						SAMEA8461771	Severe acute respiratory syndrome coronavirus 2	b792c6c660d49c665efc2d97f99c8d22	1						PRJEB43828				VRL	2697049			LINEAR	
FR990333			29850					2020-11-05	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV101/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV101/2020				2021-03-31				genomic RNA						SAMEA8461769	Severe acute respiratory syndrome coronavirus 2	baa04ce0b43bc220c4a259c58a7e9e8d	1						PRJEB43828				VRL	2697049			LINEAR	
FR990334			29816					2020-12-20	Switzerland:SG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/SG-UZH-IMV124/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/SG-UZH-IMV124/2020				2021-03-31				genomic RNA						SAMEA8461777	Severe acute respiratory syndrome coronavirus 2	33dd7f4c1abb550f86c83f0bd992133d	1						PRJEB43828				VRL	2697049			LINEAR	
FR990335			29853					2021-01-28	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3d80b/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3d80b/2021				2021-03-31				genomic RNA						SAMEA8461785	Severe acute respiratory syndrome coronavirus 2	487c0a1ff5b0ccda96a21f52e0301fe0	1						PRJEB43828				VRL	2697049			LINEAR	
FR990336			29800					2021-01-03	Switzerland:BE			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/BE-UZH-IMV151/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/BE-UZH-IMV151/2021				2021-03-31				genomic RNA						SAMEA8461768	Severe acute respiratory syndrome coronavirus 2	bba14322fbd9810792e800b5338b4c6b	1						PRJEB43828				VRL	2697049			LINEAR	
FR990337			29866					2020-03-03	Switzerland:SZ			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/SZ-UZH-1000478990/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/SZ-UZH-1000478990/2020				2021-03-31				genomic RNA						SAMEA8461778	Severe acute respiratory syndrome coronavirus 2	1cb0d1fa1a2bcf9afb0ebc538427306b	1						PRJEB43828				VRL	2697049			LINEAR	
FR990338			29824					2021-01-23	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3d053/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3d053/2021				2021-03-31				genomic RNA						SAMEA8461782	Severe acute respiratory syndrome coronavirus 2	b53432f73a06d6fce312513a9a1cf0da	1						PRJEB43828				VRL	2697049			LINEAR	
FR990339			29813					2020-12-26	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV132/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV132/2020				2021-03-31				genomic RNA						SAMEA8461770	Severe acute respiratory syndrome coronavirus 2	7861411d689bda18e0741e0af5f86f5c	1						PRJEB43828				VRL	2697049			LINEAR	
FR990340			29849					2021-01-27	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3d54d/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3d54d/2021				2021-03-31				genomic RNA						SAMEA8461784	Severe acute respiratory syndrome coronavirus 2	7752d86bc1fae9553dccb7aa3f886cd6	1						PRJEB43828				VRL	2697049			LINEAR	
FR990341			29852					2020-11-11	Switzerland:SZ			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/SZ-UZH-IMV103/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/SZ-UZH-IMV103/2020				2021-03-31				genomic RNA						SAMEA8461779	Severe acute respiratory syndrome coronavirus 2	2baa5935091a1848512c765e768807aa	1						PRJEB43828				VRL	2697049			LINEAR	
FR990342			29843					2020-12-26	Switzerland:LU			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/LU-UZH-IMV134/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/LU-UZH-IMV134/2020				2021-03-31				genomic RNA						SAMEA8461772	Severe acute respiratory syndrome coronavirus 2	50fa9354535c840a6bb16b83e5a73ca1	1						PRJEB43828				VRL	2697049			LINEAR	
FR990343			29820					2021-01-22	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3d02d/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3d02d/2021				2021-03-31				genomic RNA						SAMEA8461781	Severe acute respiratory syndrome coronavirus 2	bcead3d8e8db59f6e50be1775a21f0ad	1						PRJEB43828				VRL	2697049			LINEAR	
FR990344			29845					2020-02-29	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477796/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477796/2020				2021-03-31				genomic RNA						SAMEA8461795	Severe acute respiratory syndrome coronavirus 2	2d78bc01fa7262c2d4a398cfb6578013	1						PRJEB43828				VRL	2697049			LINEAR	
FR990345			29808					2020-12-21	Switzerland:VD			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/VD-UZH-IMV144/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/VD-UZH-IMV144/2020				2021-03-31				genomic RNA						SAMEA8461791	Severe acute respiratory syndrome coronavirus 2	b3cb6ba7fefad790d074e2422e79aef5	1						PRJEB43828				VRL	2697049			LINEAR	
FR990346			29838					2020-03-03	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000478309/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000478309/2020				2021-03-31				genomic RNA						SAMEA8461800	Severe acute respiratory syndrome coronavirus 2	144437291452ab2fdb5176f6633fab29	1						PRJEB43828				VRL	2697049			LINEAR	
FR990347			29825					2020-12-20	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV116/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV116/2020				2021-03-31				genomic RNA						SAMEA8461789	Severe acute respiratory syndrome coronavirus 2	45f1de9b2e19c6a6a945edf8feaeb8bb	1						PRJEB43828				VRL	2697049			LINEAR	
FR990348			29801					2020-12-22	Switzerland:VD			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/VD-UZH-IMV143/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/VD-UZH-IMV143/2020				2021-03-31				genomic RNA						SAMEA8461790	Severe acute respiratory syndrome coronavirus 2	551f2cba2809fa533e9ca856d6707760	1						PRJEB43828				VRL	2697049			LINEAR	
FR990349			29817					2020-03-01	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477916/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477916/2020				2021-03-31				genomic RNA						SAMEA8461799	Severe acute respiratory syndrome coronavirus 2	54b99e2bb7c12c0608b006ea77aa5ab8	1						PRJEB43828				VRL	2697049			LINEAR	
FR990350			29824					2020-03-15	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000482982/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000482982/2020				2021-03-31				genomic RNA						SAMEA8461806	Severe acute respiratory syndrome coronavirus 2	16500ce48920f2204c940cf8198b91a4	1						PRJEB43828				VRL	2697049			LINEAR	
FR990351			29862					2020-03-03	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000478554/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000478554/2020				2021-03-31				genomic RNA						SAMEA8461803	Severe acute respiratory syndrome coronavirus 2	5e03d94015695e8a4771fca48678e6de	1						PRJEB43828				VRL	2697049			LINEAR	
FR990352			29864					2020-03-02	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000478320/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000478320/2020				2021-03-31				genomic RNA						SAMEA8461801	Severe acute respiratory syndrome coronavirus 2	3226b31106c5a902615007e730b7c774	1						PRJEB43828				VRL	2697049			LINEAR	
FR990353			29871					2020-02-29	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477806/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477806/2020				2021-03-31				genomic RNA						SAMEA8461797	Severe acute respiratory syndrome coronavirus 2	92506098b9b0720fc08259b2494d08ff	1						PRJEB43828				VRL	2697049			LINEAR	
FR990354			29882					2020-03-05	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000479112/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000479112/2020				2021-03-31				genomic RNA						SAMEA8461805	Severe acute respiratory syndrome coronavirus 2	49ec866459356db39ef9c1c741dd4e2d	1						PRJEB43828				VRL	2697049			LINEAR	
FR990355			29879					2020-02-26	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477102/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477102/2020				2021-03-31				genomic RNA						SAMEA8461792	Severe acute respiratory syndrome coronavirus 2	9bae4eab5db4ee27e59b706c12dec6a7	1						PRJEB43828				VRL	2697049			LINEAR	
FR990356			29874					2020-04-14	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV10/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV10/2020				2021-03-31				genomic RNA						SAMEA8461788	Severe acute respiratory syndrome coronavirus 2	236b3860c5bb4c1dffa7b58e48f2e91b	1						PRJEB43828				VRL	2697049			LINEAR	
FR990357			29858					2020-03-01	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477909/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477909/2020				2021-03-31				genomic RNA						SAMEA8461798	Severe acute respiratory syndrome coronavirus 2	9b8bdbe07e5a7a58a3c833b6f1177666	1						PRJEB43828				VRL	2697049			LINEAR	
FR990358			29845					2020-03-04	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000478869/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000478869/2020				2021-03-31				genomic RNA						SAMEA8461804	Severe acute respiratory syndrome coronavirus 2	a754bcd81861af5ed8aa808abe204c6c	1						PRJEB43828				VRL	2697049			LINEAR	
FR990359			29819					2021-01-31	Switzerland:TG			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/TG-UZH-IMV-3ba3da9c/2021 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/TG-UZH-IMV-3ba3da9c/2021				2021-03-31				genomic RNA						SAMEA8461787	Severe acute respiratory syndrome coronavirus 2	83f7d621a18961bd2379482dd647ca3a	1						PRJEB43828				VRL	2697049			LINEAR	
FR990360			29864					2020-02-27	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477377/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477377/2020				2021-03-31				genomic RNA						SAMEA8461793	Severe acute respiratory syndrome coronavirus 2	589a333804b822c73004db32d25f66af	1						PRJEB43828				VRL	2697049			LINEAR	
FR990361			29875					2020-02-29	Switzerland:ZH			STD	Severe acute respiratory syndrome coronavirus 2 isolate Switzerland/ZH-UZH-1000477757/2020 genome assembly, chromosome: 1					false	2021-03-31	false		Homo sapiens		Switzerland/ZH-UZH-1000477757/2020				2021-03-31				genomic RNA						SAMEA8461794	Severe acute respiratory syndrome coronavirus 2	3b87937663f3eae5295f7eb669cedb71	1						PRJEB43828				VRL	2697049			LINEAR	
